Author(s),Year/Info,n,r,rxx,ryy,,
Thorpe,Gau,310,-0.267,0.8,0.668,,College
Antion,Gau,148,-0.23,0.88,1,Objective,CC
Jackson,Gau,109,-0.21,0.79,0.75,,College
Harding,Gau,527,-0.21,0.8,0.7,,College
Gallagher,,208,-0.26,0.88,0.8,,College
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
